feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10
-196.626	195.283	0.69689	-0.42085	0.78801	0.17103	-0.84596	173.059	234.203	-152.241
-172.028	182.842	0.80312	-164.223	0.89750	-0.24211	-0.07346	112.847	271.275	-117.995
0.17842	0.80101	0.32206	0.83139	-0.18797	103.929	0.99408	0.45935	0.28342	-0.53565
-0.36167	0.05308	-0.28850	-115.218	0.34359	0.48576	185.227	0.33427	0.38820	-0.54292
-0.11631	0.34071	0.02726	-0.56719	0.15997	0.50152	151.285	0.22668	0.51606	-0.57101
-126.529	0.37677	-0.19266	-125.086	0.70155	0.00642	0.72574	0.87443	111.746	-123.601
-155.817	138.875	0.11336	-0.65458	0.65233	0.97375	0.52005	171.926	126.318	-0.81956
-0.80531	220.565	0.90761	0.38435	0.18937	128.546	0.28114	140.195	153.690	-0.45145
-0.34318	-0.66426	-0.77686	-0.18445	0.21521	0.47723	141.452	0.43944	-0.42081	-107.818
-175.135	240.674	0.55540	0.22146	0.53571	171.146	-0.01422	240.812	152.232	-0.60236
-0.47112	106.344	0.48791	-0.03165	0.19617	0.41961	0.51985	0.59451	116.658	-0.88145
-218.791	129.043	-0.04285	-204.744	111.119	0.46665	0.67802	180.206	182.859	-0.94750
0.29116	115.851	0.85689	-0.70124	0.01801	0.28190	142.472	-0.22913	140.041	-0.25548
-0.28505	-106.695	-0.95554	-116.601	0.36364	0.11772	202.016	0.05386	-0.36490	-0.96155
0.47826	0.53914	0.49802	-0.30810	-0.08893	0.22692	145.770	-0.37606	0.79691	-0.47475
-0.58846	153.540	0.65804	-130.099	0.40077	0.66832	140.028	0.63954	164.196	-0.18170
-118.101	-0.01869	-0.35948	0.39073	0.44626	-0.09543	-0.35545	0.98807	0.54542	-199.563
-0.12698	0.73782	0.21605	0.18728	0.02807	0.84628	109.844	0.52967	0.50039	-0.58050
0.31513	-0.75063	-0.68084	-0.58396	0.02760	0.63528	236.288	-0.11433	-0.59980	-0.47185
-177.013	-0.68132	-109.227	0.15988	0.71081	-0.03350	-0.32634	147.303	-0.00810	-233.123
0.16072	-0.30788	-0.25471	-123.904	0.18847	0.16724	216.647	-0.29591	0.26016	-0.49346
-0.39992	0.63923	0.12138	0.53132	0.08794	0.67794	0.53667	0.73203	0.49622	-0.99618
-127.043	0.85403	-0.01529	-228.424	0.82520	0.37501	161.661	0.91696	146.201	-0.49269
0.43798	0.63690	0.44528	-0.69888	-0.03116	0.48564	189.822	-0.27092	0.77036	-0.15783
-0.32653	0.65727	0.48308	-111.700	0.34566	-0.33825	0.92816	-0.07622	151.467	-0.92487
-0.96893	0.50049	0.05461	-127.184	0.59866	-0.12927	0.80012	0.55265	130.466	-112.176
-0.43464	144.848	0.52845	-0.72556	0.24636	104.217	144.299	0.77382	118.461	-0.11210
-0.72418	-0.43305	-0.44031	-0.54717	0.43824	-0.35736	0.60175	0.31226	0.47956	-161.674
-131.691	0.14187	-0.56973	-0.06845	0.52772	0.61043	0.42140	138.586	0.27559	-141.159
-0.83670	-0.30773	-0.40076	-0.37369	0.44851	-0.30464	0.38953	0.46496	0.53506	-168.942
0.17310	0.95542	0.59047	0.25054	-0.08476	0.56907	0.95873	0.15089	0.85898	-0.56662
0.28679	-155.707	-111.486	-107.927	0.15436	0.12164	256.594	-0.43890	-0.87418	-0.78012
-0.80894	247.071	134.121	0.25901	0.23032	0.63900	-0.27768	107.775	226.059	-0.75115
-0.31157	-0.07477	-0.01615	-161.743	0.43942	-0.49028	144.731	-0.26001	104.604	-0.96534
-0.56228	164.349	0.80828	-0.24978	0.23766	0.60686	0.55694	0.74855	160.186	-0.60485
-0.29210	-0.32699	-0.55205	0.10110	0.13949	0.62124	124.103	0.51853	-0.27214	-100.320
-148.641	162.384	0.29254	0.51131	0.44236	114.065	-0.22614	192.151	115.104	-109.391
0.14796	-0.06619	-0.55684	0.95061	-0.19778	164.786	172.238	0.77619	-0.95339	-0.40333
-192.348	-0.23736	-0.97091	-127.245	0.95203	0.24014	0.67838	153.596	0.45504	-157.635
0.48900	0.00908	0.16256	115.542	107.255	-0.56897	-129.263	0.57494	-0.94236	150.167
0.24555	0.37171	0.41869	-0.24310	0.73994	-0.29095	-0.07104	0.45097	-0.69215	0.46931
0.34968	0.27486	0.75269	-0.04021	151.066	0.01702	0.47017	0.50158	-0.40260	0.60027
0.18924	130.403	0.05290	-225.617	-110.488	-0.39010	-0.12134	0.19343	-102.939	-0.55259
-0.07381	0.46870	-0.01441	-0.18992	-0.05242	-0.57237	-0.52670	0.42024	-101.574	0.30438
0.40215	182.933	0.03638	-113.738	-0.28252	0.36917	-0.08330	0.28684	-0.96947	0.32429
0.58763	192.090	0.33709	-289.831	-0.83753	0.21114	0.41365	0.13199	-0.81479	-0.54951
0.02997	0.53416	-0.36310	0.81376	-0.06462	-0.62318	-143.486	0.48703	-129.847	104.412
0.25848	0.26860	0.50655	-0.07585	100.089	-0.24607	0.03384	0.47796	-0.61523	0.54737
0.71343	-0.74397	0.75579	-0.34114	107.946	-114.273	-0.81368	0.49424	-0.60145	0.67404
0.17273	0.73671	0.31206	0.05802	0.81255	0.05006	0.06173	0.46295	-0.72002	0.62697
-0.28488	202.828	0.02251	-0.29926	0.30502	0.98343	103.235	0.37341	-0.77448	0.18166
0.46856	107.104	0.51359	-177.320	0.06729	-0.03690	0.35170	0.28438	-0.65737	-0.14141
0.60503	0.43404	0.40773	-0.29518	0.69006	-0.35799	-0.57421	0.43825	-0.77172	0.78015
-0.11399	0.82975	0.10539	-0.32808	0.17539	-0.12557	0.07749	0.40770	-0.86454	0.19706
0.78815	0.85409	0.70773	-0.97905	0.92125	0.11946	0.16448	0.38223	-0.52227	0.53967
-0.15647	138.163	0.00255	-0.11363	0.23965	0.36389	0.31482	0.40590	-0.87947	0.35019
0.90872	0.73074	0.40315	-0.21798	0.79256	-0.14015	-0.80680	0.43347	-0.80136	113.207
0.39796	0.58654	0.52171	-137.558	0.23880	-0.35246	0.10928	0.33885	-0.66637	-0.02880
0.83895	0.58680	0.34091	-148.101	-0.19806	-0.70455	-0.94886	0.30655	-0.93000	0.35760
0.41757	121.265	0.40158	-230.726	-0.47483	-0.17078	0.27762	0.21809	-0.76490	-0.45227
0.29597	189.798	-0.06941	-103.585	-0.40664	0.37759	-0.12031	0.28736	-103.299	0.31183
0.51710	-0.36409	0.97725	0.30218	203.352	-0.28927	0.26190	0.57033	-0.27901	0.84203
0.45750	0.50433	0.63922	-0.25710	119.210	0.01652	0.22489	0.46235	-0.51689	0.62274
0.36878	184.183	0.55149	-0.42354	121.242	117.193	115.347	0.40326	-0.44370	0.58714
0.53268	0.93377	0.68742	-0.57982	116.905	0.36276	0.54837	0.42171	-0.45840	0.53959
0.62284	-0.30330	0.50103	-0.23845	0.74520	-0.94728	-0.93739	0.47166	-0.76592	0.74187
0.06761	-0.26888	0.75191	-0.32312	120.503	-0.51012	0.47530	0.49168	-0.42057	0.13139
0.80976	0.42186	0.78980	-108.520	0.91512	-0.24052	-0.00117	0.39012	-0.50338	0.44339
0.37705	0.84394	0.44982	-122.345	0.25601	-0.13469	0.16640	0.34115	-0.69246	0.07595
0.30634	115.683	0.49202	-0.86919	0.64629	0.33604	0.59849	0.37280	-0.58530	0.22928
0.45743	-0.16383	0.83735	0.07413	165.237	-0.30407	0.17873	0.53074	-0.38747	0.70641
-0.16116	0.85711	0.74735	-0.44213	137.648	0.58773	164.097	0.45218	-0.26201	-0.04373
0.27312	0.01541	0.14007	0.42760	0.55213	-0.74583	-102.059	0.50296	-0.95850	0.89834
-0.05977	0.36535	101.987	-194.752	0.80504	-0.05907	175.873	0.33726	-0.16587	-0.89856
0.53899	140.388	0.36777	-110.002	0.29846	0.30193	0.15943	0.32907	-0.73392	0.36313
0.13938	0.35989	0.40880	-0.10309	0.81275	-0.24209	0.05170	0.46587	-0.67327	0.45094
0.00088	152.905	0.42615	-156.848	0.14359	0.49398	117.508	0.29125	-0.58203	-0.39841
0.59653	0.74566	0.52952	-0.80999	0.66048	-0.07749	-0.04672	0.38912	-0.65122	0.48545
0.11244	271.763	-0.11710	-0.80557	-0.15931	122.719	0.64956	0.28666	-0.93790	0.35620
-0.18996	106.867	0.49383	-0.32142	100.354	0.55411	125.859	0.43684	-0.46189	0.07027
0.67374	0.42320	0.27152	-0.32604	0.39633	-0.54676	-0.99515	0.42265	-0.91512	0.85408
0.32056	127.498	-0.25036	-0.76615	-0.72709	-0.34330	-103.858	0.31499	-125.913	0.46784
-0.16508	0.08741	0.73153	-0.98642	0.81094	-0.32647	103.797	0.41714	-0.38965	-0.41988
0.23960	0.68275	0.65089	-0.47571	111.544	0.19446	0.70431	0.43967	-0.45417	0.31224
0.76401	0.80391	0.60029	-169.731	0.22226	-0.25501	-0.08068	0.30272	-0.66205	0.13169
0.57355	0.43293	0.41732	-0.45786	0.60171	-0.38843	-0.50623	0.42328	-0.76545	0.65749
0.69342	140.680	0.23436	-0.42382	0.47984	0.31711	-0.37357	0.38289	-0.85185	0.91443
0.11818	112.999	0.61062	-0.20936	131.586	0.69022	112.201	0.45240	-0.40345	0.39889
0.38049	217.202	0.25132	-118.735	0.18729	0.92466	0.69806	0.29166	-0.73085	0.26191
0.43259	0.83370	0.00668	-0.85262	-0.37819	-0.53787	-0.94147	0.33912	-109.609	0.42841
0.45110	-0.12568	153.724	-144.668	203.783	0.05182	183.087	0.43875	0.18443	-0.29879
0.48501	0.00826	0.51182	-0.16624	0.88773	-0.57827	-0.47890	0.47331	-0.68987	0.68112
0.32972	122.211	-0.27437	136.546	0.62513	0.21421	-115.753	0.52736	-117.195	167.497
-0.19726	158.627	0.20218	-0.55728	0.38767	0.65825	0.98783	0.37399	-0.68783	0.03950
-0.11955	0.69123	-0.23899	0.73380	0.16655	-0.31897	-0.81387	0.48766	-113.999	0.84906
0.87739	0.02381	0.44731	-0.32161	0.65225	-0.78901	-118.748	0.44641	-0.83667	0.97136
0.66507	0.59026	0.26526	-0.29657	0.44140	-0.38290	-0.87215	0.42067	-0.89934	0.87912
0.17177	0.39289	-0.05994	-0.63261	-0.45811	-0.89489	-104.414	0.37071	-114.070	0.28515
0.47636	0.66957	0.60553	-0.95483	0.70028	-0.07651	0.24711	0.38494	-0.57235	0.27002
0.69614	0.88038	0.48716	-0.35860	0.90396	0.11195	-0.19102	0.42559	-0.67140	0.85243
-0.14347	208.881	0.14748	-265.640	-0.99845	0.43580	117.012	0.14505	-0.81016	-103.376
-0.39385	266.844	0.07980	-194.241	-0.52304	119.704	180.984	0.19834	-0.71957	-0.79680
0.37186	114.245	0.13922	0.40669	0.78904	0.29632	-0.32431	0.46912	-0.85779	108.032
0.33444	172.446	0.29056	-107.198	0.24121	0.58762	0.52030	0.31929	-0.72743	0.23530
0.81139	-0.03994	134.456	-146.810	165.418	-0.18442	0.92672	0.41261	-0.05985	0.07056
0.45784	0.47816	0.05910	0.10229	0.27709	-0.54121	-112.863	0.44841	-103.883	0.94524
0.91947	142.937	0.13680	-0.31968	0.35608	0.19994	-0.91125	0.38112	-0.98039	120.450
0.00999	0.88068	0.14702	-0.43053	0.19867	-0.09572	0.03063	0.39803	-0.85124	0.24985
110.870	108.107	0.26407	-121.495	-0.06799	-0.31194	-115.107	0.30950	-0.98792	0.81752
0.34130	0.07882	0.36194	-119.516	-0.07109	-0.94418	-0.55511	0.35740	-0.84860	0.00793
0.26118	0.36228	0.63387	-0.67951	0.87394	-0.19726	0.39528	0.42613	-0.52049	0.19210
106.455	0.97162	0.40261	-0.55424	0.61980	-0.05404	-0.85381	0.39119	-0.82588	110.900
0.39294	141.241	0.06504	-181.190	-0.76656	-0.19647	-0.31217	0.23324	-102.345	-0.10733
0.74388	0.74003	0.51830	0.19852	130.179	0.16559	-0.29701	0.48714	-0.63690	119.044
0.88175	-0.32012	119.640	-0.68633	181.419	-0.40123	0.27049	0.48446	-0.19937	0.58093
0.60554	0.05337	0.84031	-0.96911	101.310	-0.44586	0.13698	0.41882	-0.44858	0.27584
0.69271	138.768	0.60980	-0.79254	0.97373	0.60308	0.47687	0.37928	-0.52537	0.62546
0.79350	121.359	0.92590	-0.13108	199.537	0.95547	0.92177	0.47631	-0.23500	100.790
0.71939	0.42966	107.734	-279.058	0.35793	-0.40058	0.80543	0.24567	-0.31074	-0.65889
0.26728	228.025	0.03887	-0.69753	0.11851	0.97118	0.45407	0.32074	-0.86635	0.48737
0.35508	192.368	0.00916	-0.87182	-0.13811	0.52158	-0.00790	0.30913	-0.96027	0.44441
0.66988	0.99956	0.50699	-188.563	-0.04072	-0.20144	-0.01022	0.27176	-0.71852	-0.02369
0.10267	217.188	0.24430	-0.59568	0.57129	117.005	108.444	0.35399	-0.64820	0.33931
-0.04347	186.801	0.54614	-0.17266	138.286	137.945	176.138	0.43277	-0.34794	0.35077
0.56742	0.92172	0.42083	-0.59651	0.62736	0.04258	-0.12321	0.39664	-0.71530	0.61750
0.05798	-0.38301	0.63992	0.55215	153.773	-0.47848	0.14250	0.57264	-0.48696	0.62785
0.44972	0.24050	0.28583	0.12302	0.68565	-0.50964	-0.77407	0.47676	-0.85137	0.87994
0.26133	0.60293	0.41445	-0.29373	0.74992	-0.09424	0.06925	0.43910	-0.67689	0.47731
-0.05225	0.92938	-0.44305	0.05495	-0.63425	-0.53803	-119.906	0.39466	-135.458	0.59431
0.80962	102.654	144.903	-243.248	146.296	0.66180	197.111	0.29660	0.10075	-0.39850
0.16260	0.88967	0.47166	-0.94047	0.50159	0.07665	0.56235	0.37303	-0.60791	0.03643
0.48392	0.80539	0.51637	-189.430	-0.06774	-0.32797	0.13777	0.27946	-0.69351	-0.22001
0.52390	-0.08681	0.91703	-0.86757	120.216	-0.44231	0.32699	0.44054	-0.37037	0.22856
0.43945	132.950	0.75145	-229.462	0.25131	0.32460	113.604	0.24642	-0.43101	-0.48822
0.81261	111.277	0.47874	-124.348	0.35120	0.02814	-0.20216	0.32853	-0.72626	0.48545
0.25378	-0.10928	102.845	-0.81206	146.004	-0.24992	0.96005	0.46008	-0.21119	-0.01538
0.66234	0.91977	0.55544	-151.148	0.28504	-0.11032	0.05044	0.31565	-0.66013	0.16221
0.71993	-0.00378	0.38181	-122.855	-0.08077	-111.532	-112.387	0.35288	-0.91821	0.32731
0.25964	146.945	0.39101	-120.130	0.29821	0.43681	0.67019	0.32300	-0.65376	0.04912
0.33906	108.113	-102.081	-0.69084	0.57382	-0.80575	0.27838	-0.42812	-0.06164	0.05130
-0.16710	-0.36205	-159.231	-0.42832	-0.65192	-0.73594	0.01688	0.62004	-0.23805	183.644
-0.25931	-0.16848	-142.019	-0.40568	0.05073	-0.29362	0.54874	0.10323	-0.24390	0.91785
-185.324	-153.183	-0.70472	-0.64217	-0.58458	-0.73425	0.12305	-0.12176	-126.557	192.410
-0.57539	0.84753	-0.76272	-152.801	0.07281	-0.68177	-209.820	-131.063	-208.610	0.93434
-0.51237	-0.18003	-130.917	-0.77590	-0.36756	-0.53455	-0.60452	-0.09427	-0.98726	152.443
-0.99885	0.19309	-0.12505	-0.87901	0.44925	-127.449	0.35964	-0.89076	-0.72203	0.29814
-0.67626	0.05469	-103.245	-0.92562	0.06626	-0.39499	-0.60946	-0.62966	-124.551	0.95773
0.03895	0.31963	-139.007	-0.82279	-0.63659	-106.258	-0.93779	0.20908	-0.65682	176.875
-0.26977	0.15617	-127.222	-0.44984	0.73087	0.12837	0.86408	-0.45470	-0.32768	0.02453
-0.70987	0.00647	-0.81191	-0.99666	-0.45189	-118.570	-0.90440	-0.31850	-113.566	157.301
0.08065	0.52640	-140.789	-0.81520	-0.11118	-0.57625	-0.67272	-0.16666	-0.71271	109.701
-133.282	-0.09680	-0.64095	-147.565	-0.36740	-0.72797	-206.336	-113.089	-241.717	162.407
-0.02199	147.602	-0.65067	-116.398	107.576	-0.48304	-0.52462	-145.591	-102.641	-0.53954
-0.27022	0.30073	-117.324	-0.87410	-0.14879	-0.69988	-0.68068	-0.29580	-0.90345	116.933
-0.13704	0.19225	-149.248	-0.60168	0.28277	0.01887	0.06138	-0.27690	-0.61833	0.64106
-183.606	-0.65863	-0.11973	-109.688	-0.07181	-104.711	-0.47989	-100.784	-171.459	117.479
0.46810	117.847	-120.494	-0.59182	0.97089	-0.27118	0.61562	-0.58342	0.00909	-0.44536
0.29806	130.825	-134.986	-132.980	0.01511	-0.52994	-201.074	-0.81319	-149.007	0.94015
-187.266	-0.88585	-0.04311	-0.69641	0.38776	-0.85963	0.91801	-0.87688	-0.99601	0.52746
-0.46705	-0.22111	-131.689	-0.66408	-0.30903	-0.54318	-0.27039	0.00917	-0.75465	142.736
-153.133	-166.770	-0.94247	-0.08183	-0.12510	-0.37239	173.546	0.28478	-0.21830	125.838
-0.03699	0.19274	-110.032	-0.49107	-0.22212	-120.695	0.39830	0.29525	0.08519	113.996
-206.359	-0.68974	0.10229	-115.209	0.10771	-104.308	-0.38302	-126.059	-184.675	0.94689
-0.18396	0.99858	-0.98937	-0.90521	132.372	0.32727	0.08261	-140.384	-0.98892	-0.76153
0.95901	132.174	-186.468	-0.96097	-0.31982	-0.65425	-152.672	0.04115	-0.63251	130.370
-0.03117	0.18098	-176.582	-0.98388	-0.79529	-0.48961	-172.990	0.08623	-130.642	210.662
-0.62879	-0.21024	-0.71158	-0.61400	-0.40830	-151.041	0.25391	0.14100	-0.26651	142.253
118.867	168.106	-145.744	-0.57785	0.57197	-0.79563	0.26274	-0.07143	0.46949	-0.03704
118.528	132.902	-196.076	-0.84992	-0.57168	-0.94959	-141.386	0.42458	-0.27770	158.283
-0.26034	0.18998	-0.80829	-0.60716	-0.23107	-147.373	0.28245	0.11756	-0.06906	113.950
-156.566	-128.369	-0.40318	0.01736	0.70306	-0.47973	280.145	-0.19027	0.25329	0.06015
0.41248	0.56894	-160.737	-0.63713	-0.26890	-0.72178	-0.40257	0.25018	-0.24817	125.159
-0.79033	-0.60773	-0.93644	-0.30673	0.06401	-0.69237	118.715	0.09094	-0.07930	0.87945
-104.946	-0.48364	-124.095	-112.253	-0.64306	-0.36249	-164.550	-0.45809	-197.320	202.233
0.49353	0.84001	-121.090	-0.42067	0.37500	-0.90239	0.79627	0.07888	0.45074	0.28339
-0.95391	-0.41946	-132.795	-0.95907	-0.18451	0.07446	-102.865	-0.58485	-173.602	142.106
-0.14874	0.37718	-112.187	-0.80343	-0.17059	-0.92295	-0.46065	-0.15452	-0.62512	114.665
-0.28253	0.19135	-0.51892	-0.28173	0.37800	-147.417	169.479	0.06537	0.67079	0.25282
0.04324	0.78667	-128.232	-109.690	-0.17031	-0.70264	-139.776	-0.46330	-116.352	118.414
127.095	102.227	-220.612	-0.50279	-0.46480	-0.64564	-0.56896	0.76952	0.22806	144.745
-131.897	-0.63505	-0.74351	-0.30911	137.842	0.63449	197.425	-104.456	-0.56847	-0.71844
0.33133	166.228	-0.68591	-0.89910	130.748	-0.57808	0.29462	-120.950	-0.30819	-0.93849
-0.91660	0.37094	-0.46196	-0.94252	0.97332	-0.27775	0.19836	-136.265	-114.700	-0.28706
-146.509	-0.03380	0.44520	-0.53305	146.578	-101.388	223.883	-133.594	-0.13315	-108.212
-125.577	-0.48200	-0.37011	-0.55052	0.48312	-0.76902	112.516	-0.61457	-0.51359	0.33497
-0.39184	0.32676	-0.89950	-105.076	-0.53518	-134.670	-116.593	-0.23329	-104.284	163.721
-100.621	-0.89349	-0.85098	-0.49543	-0.74277	-135.128	0.33098	0.41400	-0.40329	195.306
-0.07888	0.35472	-102.129	-0.43018	0.45594	-0.68970	0.95758	-0.14892	0.11877	0.26086
0.24043	120.398	-0.83541	-102.105	0.08750	-136.438	-0.74750	-0.47500	-0.53154	0.68429
0.27000	0.87582	-162.464	-124.833	-0.59732	-0.66722	-227.783	-0.28207	-148.360	178.504
-0.21819	-0.18984	-0.82760	-0.09875	-0.04487	-148.733	177.764	0.60079	0.88399	0.83219
-0.55925	-0.29865	-0.75191	-0.38591	-0.19964	-138.693	0.96236	0.27615	0.15401	112.302
0.01112	-0.04142	-117.935	-0.35633	-0.58811	-150.849	0.53766	0.74178	0.37585	159.633
-271.257	-162.386	0.73110	-0.49447	0.39584	-153.383	205.468	-0.83117	-0.63946	0.47474
-0.74801	-0.40024	-129.758	-0.87777	-0.58237	-0.53584	-0.98018	-0.12396	-132.377	186.023
-0.76462	-0.14826	-0.27276	-0.34399	0.38864	-146.901	171.241	-0.14214	0.36998	0.29096
-0.97539	0.36912	-0.56476	-117.767	0.62801	-0.30315	-0.69853	-141.068	-166.880	0.22215
-135.113	-0.81557	-0.25385	-0.56384	-0.39194	-169.900	0.74382	0.00913	-0.37022	143.672
-103.202	-0.28536	-0.56566	-0.80024	-0.07840	-105.886	0.00909	-0.44049	-0.87765	108.105
0.36624	0.63980	-156.759	-0.65985	-0.02936	-0.51782	-0.31924	0.03156	-0.33569	0.95079
-105.846	-0.61229	-0.74915	-0.45450	0.23536	-0.57448	0.99806	-0.28173	-0.44767	0.69247
-0.92185	-0.61570	-0.57060	-0.18138	0.33126	-0.97928	193.054	0.02859	0.31416	0.45680
-0.04962	159.000	-0.21378	-122.033	0.78244	-142.343	-0.51507	-127.879	-0.74111	-0.26995
0.11004	0.02887	-200.736	-0.70681	-0.60435	-0.13006	-103.788	0.30013	-0.90042	186.034
-0.35713	-0.12704	-131.403	-0.60969	-0.22588	-0.57447	-0.07845	0.04477	-0.57479	128.924
-179.399	-120.179	0.20255	-0.15512	0.40109	-150.452	260.728	-0.19348	0.29944	0.35645
-0.30675	0.08350	-128.189	-0.75286	-0.20036	-0.58871	-0.44384	-0.12967	-0.78418	125.583
0.04955	113.403	-0.87530	-0.93327	0.77163	-0.54415	-0.19097	-0.94416	-0.66654	-0.14088
-0.99425	-111.209	-0.99900	-0.21545	-0.45704	-0.95598	114.696	0.52863	-0.03323	159.060
157.971	176.015	-160.011	-0.74280	-0.69059	-198.791	-0.92688	0.78643	0.56342	153.484
0.00948	0.77286	-136.699	-117.952	-0.22754	-0.56282	-171.558	-0.53592	-140.874	129.763
-0.07494	0.40563	-0.69361	-0.44294	0.13893	-151.574	0.99894	0.09986	0.42502	0.57659
-122.194	-0.78017	-100.354	-0.54152	0.33230	0.08611	0.62625	-0.52668	-0.97305	0.68538
-0.07648	0.18543	-156.947	-0.48746	0.49046	0.24957	0.42581	-0.28356	-0.45203	0.36950
-0.04323	0.63696	-116.296	-0.83811	0.22460	-0.55450	-0.39539	-0.46592	-0.70771	0.63732
-0.95093	-0.27482	-0.45540	-0.35886	0.78808	-0.65014	174.162	-0.52959	-0.02770	-0.12298
-0.23839	0.22771	-0.81483	-0.40340	0.38800	-0.97484	114.926	-0.09745	0.22587	0.32468
-0.00854	-0.12111	-145.408	-0.49781	-0.80464	-119.933	-0.15764	0.70847	-0.10187	196.674
0.43313	142.861	-112.433	-107.064	0.38268	-0.74994	-0.95073	-0.72143	-0.76274	0.34979
-0.06811	0.37179	-104.726	-0.72883	-0.32580	-127.866	-0.27757	0.08164	-0.33007	129.561
-0.62083	0.26757	-0.91292	-113.994	-0.22717	-0.82737	-126.783	-0.64155	-145.920	131.368
-0.95346	-0.14591	0.03410	-0.35654	0.55663	-165.861	198.189	-0.31713	0.42275	0.04085
-0.17218	0.89489	-0.67286	-123.620	-0.34710	-163.830	-143.569	-0.51678	-106.200	131.349
-198.720	-0.83198	-0.05629	-0.79278	0.65278	-0.46639	0.77240	-122.754	-132.688	0.23349
-0.55275	-0.29164	-109.399	-0.33627	0.37725	-0.31566	114.082	-0.12200	-0.12972	0.47445
-145.910	-147.192	-0.63200	0.00805	0.08119	-0.77048	230.583	0.28180	0.23497	0.88638
-0.03973	0.24004	-143.734	-0.53694	0.23026	-0.21831	0.25307	-0.12650	-0.36229	0.66253
-114.497	-0.41969	-0.28388	-0.46593	0.44696	-105.888	140.198	-0.44630	-0.18580	0.32181
0.18969	0.68808	-137.137	-0.86756	-0.16579	-0.75121	-0.82229	-0.15365	-0.68518	113.884
-0.72910	-0.23507	-0.60490	-0.39654	0.30024	-102.199	128.603	-0.15276	0.03598	0.49003
-0.01950	0.54361	-101.080	-0.59197	0.36523	-0.77790	0.46771	-0.25714	-0.11724	0.38096
0.70229	118.442	-150.531	-0.78799	0.09632	-0.71234	-0.57907	-0.11355	-0.27940	0.71599
-0.06070	0.75304	-0.71299	-0.59581	0.72093	-0.89373	0.84356	-0.52008	0.03108	-0.13917
-0.91729	-0.50833	-0.58181	-0.37046	0.12222	-109.099	129.244	-0.04116	-0.01579	0.74860
0.01067	-0.45532	-173.632	-0.41570	-126.264	-121.643	-0.35363	113.744	-0.08863	260.710
-202.004	-164.082	-0.31986	-0.36949	-0.12006	-0.89414	138.855	-0.16433	-0.63766	123.489
-0.83064	-0.27885	-0.62047	-0.73297	-0.42968	-147.895	-0.01907	-0.03920	-0.57475	148.664
-0.22201	0.37694	-106.714	-0.73355	0.18180	-0.65067	-0.05235	-0.35353	-0.56479	0.69273
0.28254	0.83710	-110.390	-0.80655	-0.18742	-129.848	-0.47516	-0.01671	-0.26765	106.633
151.084	-0.77171	0.85568	-0.45007	0.45009	0.94472	-0.35936	178.380	-0.48675	0.54079
114.669	-0.67488	0.76404	-0.39300	114.502	167.445	-0.14230	0.76353	0.11884	0.89124
105.162	-0.98881	0.22731	-0.76617	0.09877	0.36550	0.08902	150.437	-0.60005	-0.01905
105.448	-110.153	0.07600	-0.76052	-0.13021	-0.11129	0.08750	155.340	-0.83653	-0.06539
0.71595	0.53211	-0.60852	0.14481	161.924	0.42531	0.40642	-0.92719	0.45547	0.14163
0.59692	-0.01175	-0.45840	-0.35294	114.543	0.63822	0.52208	-0.25125	0.27793	-0.14179
120.801	-0.42055	-0.13993	-0.37673	0.13362	-0.42442	0.04224	123.761	-0.72200	-0.22506
0.49625	-0.65930	-0.36601	-0.85263	0.51675	0.57272	0.61547	0.49454	-0.06280	-0.42086
0.91270	-141.954	0.14823	-0.71389	0.11757	0.10327	0.06128	105.181	-0.73338	0.51418
125.992	-0.75054	0.33721	-0.41763	0.37307	0.30645	-0.13317	126.644	-0.56744	0.36514
0.28770	-0.44740	-0.74079	-0.97986	0.42798	0.37692	0.89964	0.37701	0.01765	-0.98144
109.507	-102.524	0.18502	-0.68386	0.04962	0.11516	0.03125	145.624	-0.71732	0.08751
0.89060	-0.87022	-0.04176	-0.65464	0.28426	0.19420	0.20959	0.95908	-0.48606	0.02710
0.11469	-0.22917	-0.97307	-0.64188	100.098	0.38477	0.95108	-0.69065	0.32717	-0.51123
124.693	-141.206	0.35448	-0.57539	-0.10139	-0.20809	-0.21582	153.982	-103.990	0.61685
139.303	-139.194	0.58197	-0.62434	-0.16245	0.01762	-0.31422	193.413	-105.493	0.56019
109.212	-0.99058	-0.08001	-0.44702	0.05244	-0.51765	-0.00603	104.733	-0.88709	0.28351
0.09101	-136.057	-165.179	-102.605	-0.76219	-218.784	0.98775	0.28431	-123.427	-0.99447
104.710	-0.09838	0.48322	-0.36457	132.879	176.003	0.08425	0.57217	0.41409	0.31782
0.30243	0.25418	-132.385	-0.18099	103.996	-0.52781	0.83572	-103.748	0.13089	-0.52289
0.66102	-0.78526	-0.51811	-0.58433	0.29307	-0.33964	0.41539	0.40234	-0.50364	-0.10704
0.65570	-140.404	-0.34685	-0.96056	-0.26052	-0.43222	0.39811	110.240	-0.86757	-0.18996
134.323	-0.59210	0.79818	-0.27116	100.344	134.752	-0.28765	100.032	-0.08304	0.88493
0.62972	-0.86562	-0.34096	-0.61272	0.48193	0.09301	0.39313	0.31233	-0.33535	0.10711
136.308	-0.50164	-0.01121	-0.16961	0.20041	-0.58576	-0.16946	114.541	-0.84718	0.21125
101.317	-0.48327	-0.07267	-0.34311	0.58635	0.14127	0.10958	0.63736	-0.35904	0.17436
